business_id,business_name,business_age_years,industry,location_tier,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default
f01aac3f,Thakkar and Sons,8,Manufacturing,Tier2,162,0.47238600678654996,604945.2632326771,-0.18731277448762484,0.8545446135091121,3257,69,0.5498840807575828,369185.1808302491,2359278,24,16.97599958762611,2,2,1
ddd45835,"Virk, Tank and Andra",3,Food,Tier1,128,0.9531104111912942,3563199.10300133,0.23449539096555627,0.18423392322084303,356,69,0.6078684931566574,263749.54802260594,1598528,12,11.266588346040582,0,2,1
69dbd617,"Ramachandran, Puri and Mitter",3,Technology,Tier2,38,0.8289998935207592,4964049.65715366,-0.24374168234235438,0.6461137761003057,2277,33,0.4213963023111834,995136.8833147013,481461,60,18.049260821504255,0,1,1
39c0fe23,Dixit Inc,1,Construction,Tier3,185,0.8527896012208602,3696964.9439238943,-0.20997620740734657,0.5992189468271139,4042,15,0.5994196246621608,701627.3739094617,1388535,48,13.492302143563736,2,2,1
9a2965ba,Om-Bawa,5,Manufacturing,Tier3,101,0.3733307816769486,132719.91400174508,0.22668990222535768,0.7492096902916248,238,7,0.6225588388624615,1684397.2528196955,1815520,36,21.196440702236814,1,2,1
2edbc699,"Sankaran, Rege and Saraf",10,Retail,Tier1,132,0.8854169125109701,2506486.8913071016,0.5912284460886243,0.54641975212261,270,20,0.45990133577609343,1763346.2795381232,3537706,48,11.494551165598093,3,0,0
91f247d0,"Boase, Babu and Kalita",7,Food,Tier3,130,0.5857351572721925,3092500.830790374,0.49106083725254623,0.10360991783815895,862,10,0.40086534999097434,951825.9818966818,4658954,36,13.012800416730256,0,2,0
310e88be,Tandon Ltd,9,Services,Tier1,12,0.4839761183486721,3463887.295459073,0.19310735768367704,0.6852616286397342,503,49,0.7452432906212261,1778168.938083543,2260985,48,15.324742477630725,2,1,0
f9a66142,Kade-Som,7,Manufacturing,Tier1,35,0.7030250584642174,3612642.8862235076,0.1385367687674237,0.3948391029517411,881,86,0.5809159607972313,906418.6610747096,4090213,48,19.970203518146132,4,1,0
660cd040,Wason PLC,9,Services,Tier2,198,0.8755280340717138,2812636.784021794,0.5983848800081085,0.33825650109719885,2263,5,0.41069430235605525,1287504.6266512636,268928,24,19.67163394591128,2,0,0
11fde8bc,Yadav-Deshmukh,8,Food,Tier2,110,0.8450565057524364,1155633.6470344893,0.14739714763389367,0.9425061945803612,4199,14,0.9159665823803077,333444.31696902413,4624493,24,13.725204282736023,1,0,0
4a0269cf,Bora-Bandi,12,Services,Tier3,72,0.9229982378067925,4713893.274308906,0.02011652195944391,0.581359789363755,1649,10,0.7506458062399846,114639.29802553222,2765253,24,16.416656478665153,2,1,0
c1736e62,Arya-Mangal,2,Manufacturing,Tier2,149,0.9496925302108106,3498499.0149351265,0.5095555357753414,0.6896471659424701,2397,26,0.5027010102950923,328569.5010455467,3115728,48,12.130636307635246,0,0,1
6c685ef8,Puri PLC,1,Food,Tier1,110,0.46668544999942463,1222358.1825035769,-0.16581570413071178,0.5236935232420835,3329,78,0.9191479737645859,511172.0193323588,4456752,36,20.440661801154402,0,1,0
f919a16b,Sekhon-Panchal,16,Retail,Tier2,61,0.5967005259184901,1645493.069737851,-0.30247400970319105,0.7429753813564874,2956,44,0.5521515822837882,1504453.9671502872,1561304,24,11.549003214940605,2,2,0
03c9b850,Nanda Group,5,Manufacturing,Tier1,163,0.310239977443549,4613541.96962033,0.2340900343618303,0.7268654619499777,4624,37,0.5364674389217536,355275.43249832647,3552429,36,21.199877158895674,3,1,1
399e55fb,Kapur-Rajan,3,Construction,Tier1,48,0.915525161485542,4443051.6742013125,-0.304150366231251,0.6414315041121444,2652,3,0.9367804341983614,270002.8441167037,2381494,36,23.021393561712316,2,1,0
bae2d66d,Walia Inc,12,Technology,Tier2,143,0.40820050603233726,2055474.8698725435,-0.026851463047039892,0.9479687552993991,4956,77,0.5076747276756842,1855942.6644676027,2058955,12,23.870049116300983,3,2,0
2f4e8e2c,Barman-Rajagopal,8,Manufacturing,Tier2,71,0.903032368639886,239620.74885768234,0.02357738558172051,0.4638141806748239,2261,44,0.9273914759014447,1380716.8204644446,1893601,60,21.78291343898509,0,2,0
f1d78079,Malhotra-Narain,3,Food,Tier1,143,0.5305711253906175,290061.97602499404,0.1475380670492331,0.6855731134683395,1437,9,0.8817839807486806,951878.1155992782,3497378,48,11.936334336326983,4,2,0
66fb672f,Talwar-Panchal,1,Technology,Tier2,134,0.5576935129867967,1455395.5400460258,0.5916595457479623,0.7680001665244264,485,53,0.5858665244975401,198987.10249935955,1960020,60,14.955961289365597,3,0,1
659548e3,Manne-Sankaran,3,Manufacturing,Tier1,68,0.32739257813870154,3164154.9857280473,-0.17901827666681924,0.3884312386350898,2975,28,0.4206382486918814,1705063.914026999,3922476,48,9.876971113077836,2,0,1
0dea48aa,Rattan LLC,5,Retail,Tier1,22,0.5288151528357237,2941763.444906081,-0.024243621493088008,0.4614575247982567,1670,11,0.44954386213079023,225434.2772698402,1444081,36,11.050546078437808,1,0,0
de0390d1,"Mohan, Kanda and Thakkar",15,Retail,Tier2,32,0.9218545779608849,3187447.5453725164,-0.267759875589342,0.9222505397515268,333,55,0.4657169606617465,1225982.598168283,113284,60,9.270304786060601,1,1,1
9804905c,"Chana, Hayre and Oommen",14,Construction,Tier1,123,0.3178831807851229,3600550.711063928,0.20761352603323469,0.07906191541394728,3259,39,0.9344793010962869,1338676.2203167588,1607604,12,18.436862628911626,2,2,0
1079de1a,"Thakkar, Hora and Raja",3,Services,Tier2,22,0.5844292311327077,144209.65528405516,0.3276731823078335,0.35176608856482283,421,83,0.6424215868224854,806276.2222484746,1038475,60,16.76440058500411,0,0,1
3e693e01,"Sastry, Kapadia and Agate",1,Technology,Tier1,155,0.3219797408689188,570173.6961035922,0.08207682323587884,0.4875916661048029,2306,36,0.4195178543718966,1823321.2827591046,4564722,60,22.7136986601919,0,0,1
72dbe46a,Dar PLC,5,Food,Tier2,110,0.5596463975763455,1829443.0865447025,-0.15416873171002898,0.05131849376227121,949,65,0.7339290772334077,110894.21730094861,2692055,12,15.676618990312235,0,0,0
d021f05a,"Ganguly, Sem and Patil",14,Food,Tier1,15,0.4208484485462038,816556.9877318296,0.22088826918174764,0.8592143909059505,2057,19,0.524795350364195,1638052.6425393915,3849989,12,18.455753934386678,2,0,0
431f02b0,Apte-Borde,7,Services,Tier1,124,0.4765528752878604,422834.2105955431,0.13915772336884946,0.3076199601909428,2355,11,0.5410756255648114,1112050.8525338175,1451041,24,14.724760806873029,1,2,1
5690ae28,"Dube, Chaudhari and Nayar",9,Retail,Tier2,44,0.9143188612129933,3222773.760186793,-0.22881427659628228,0.28193434889849983,984,37,0.4965050409508472,1226295.4115711555,4490413,48,21.356584110016385,4,2,1
d23ed801,"Tara, Badami and Parmer",15,Retail,Tier3,115,0.6052344544353236,4085915.5635809405,0.005681900502130244,0.7882935758183677,1661,29,0.8572128774392304,1973782.869339877,100997,36,22.858823323901763,1,0,0
b58d3927,Bhargava and Sons,15,Manufacturing,Tier1,9,0.4916585939813385,3775501.954299698,0.03519709163519491,0.3001849056522278,2659,46,0.4003677362831636,1169469.128204467,2559979,60,15.191841920106645,0,1,0
cdd37ca6,Randhawa Inc,10,Construction,Tier2,34,0.7125368645653833,4094346.904115437,0.5826177537714329,0.6418603345118201,1456,81,0.6633904983381071,1596085.691269162,2824792,60,9.781870467383026,2,2,1
0ae487e0,"Comar, Guha and Thaker",13,Technology,Tier3,73,0.3994748718828076,3345989.893086492,0.44928583215552176,0.7893528295117632,3016,73,0.45212269984149006,315526.2237823438,3839647,36,11.034805352368476,2,1,0
85e03dbc,"Nanda, Ghosh and Murty",19,Construction,Tier2,143,0.4815741251945991,3689959.342980301,0.3343707882735938,0.7632291629393352,2788,70,0.7314247606027321,1620486.2882985373,4566007,12,19.66843712209755,4,1,1
37bcf6b9,Konda-Puri,7,Construction,Tier3,190,0.6823735773220219,1395304.9323310915,0.48877702550294744,0.753755663683336,4008,41,0.6075954076968055,1524535.0853760913,3552766,12,13.541645608123531,1,2,1
1a60ef0b,"Dubey, Bhatia and Sanghvi",17,Manufacturing,Tier1,45,0.4662661292936482,4965389.779606613,0.33548440582871497,0.12977381287871137,1591,4,0.41701094846585696,1936539.0460016928,4973073,60,20.673467074185695,0,1,1
4983933f,Dube Ltd,4,Construction,Tier3,72,0.7753894161806112,956669.9897447412,0.5034018551257333,0.12186227081512778,394,47,0.6765845386930265,1872064.1635889478,4720381,60,20.121273342955313,4,2,0
5c94c09f,"Sarna, Basak and Apte",5,Services,Tier2,58,0.6440439115816657,1111744.6782274435,-0.34544688512049204,0.3260930321636487,3733,50,0.7423512987188815,435833.22556769697,830010,36,19.261675852395435,0,0,1
f2439def,Walla-Kadakia,7,Manufacturing,Tier2,115,0.8403923491782836,1480163.067488442,0.05606620926691652,0.082353093076416,854,11,0.5485924189976303,935216.9272360131,2683934,36,21.120361708971814,1,2,0
e0f70eab,"Grover, Koshy and Sethi",13,Services,Tier3,19,0.9637711750057281,4877895.529027565,0.34689833524183356,0.5003867628673379,823,9,0.8593071382426352,1823851.5245639782,4701019,48,20.226615989227724,4,0,0
9567ad18,"Patla, Chaudhuri and Tara",15,Manufacturing,Tier2,16,0.38106342254318537,4942028.517301835,0.1832957966100135,0.40530385964319643,3640,36,0.62262925947657,1285122.4887182128,1081497,12,18.305112436941002,0,1,1
4182aed8,Chandran LLC,11,Construction,Tier2,75,0.5342655069891814,3984724.061047163,-0.22483383584921335,0.5513233212888342,4112,65,0.8496079084864085,932763.7846030116,3666149,24,8.565521732993748,3,1,1
edc4605c,Bakshi PLC,4,Services,Tier3,106,0.5236843440148846,3163835.112870187,-0.05950791347146578,0.31890968480272136,2659,66,0.7474094374052607,226788.13558565313,3727918,24,16.492996725447075,2,0,0
